,symbol,initialMargin,maintMargin,unrealizedProfit,positionInitialMargin,openOrderInitialMargin,leverage,isolated,entryPrice,breakEvenPrice,maxNotional,positionSide,positionAmt,notional,isolatedWallet,updateTime,bidNotional,askNotional
234,ANTUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
235,AVAXUSDC,0,0,0.00000000,0,0,20,False,0.0,0.0,250000,BOTH,0.00,0,0,0,0,0
236,ETHWUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
237,HIFIUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,0,BOTH,0,0,0,0,0,0
238,AAVEUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
239,BICOUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,0,BOTH,0,0,0,0,0,0
240,TONUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
241,WIFUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
242,1000SHIBUSDC,0,0,0.00000000,0,0,20,False,0.0,0.0,600000,BOTH,0,0,0,0,0,0
243,1000LUNCUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
244,RADUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
245,MBLUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
246,AVAXUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
247,CAKEUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
248,NTRNUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
249,JUPUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
250,MAGICUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0.0,0,0,0,0,0
251,ROSEUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
252,MOVRUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.00,0,0,0,0,0
253,OMUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
254,MATICUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,900000,BOTH,0,0,0,0,0,0
255,ONGUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
256,BTCUSDT_240628,0,0,0.00000000,0,0,20,False,0.0,0.0,375000,BOTH,0.000,0,0,0,0,0
257,XVGUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
258,TIAUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
259,BTCUSDC,0,0,0.00000000,0,0,20,False,0.0,0.0,80000000,BOTH,0.000,0,0,0,0,0
260,PEOPLEUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
261,MKRUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,450000,BOTH,0.000,0,0,0,0,0
262,THETAUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,250000,BOTH,0.0,0,0,0,0,0
263,1000PEPEUSDC,0,0,0.00000000,0,0,20,False,0.0,0.0,50000,BOTH,0,0,0,0,0,0
264,UNIUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,900000,BOTH,0,0,0,0,0,0
265,PERPUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
266,RVNUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
267,ARKMUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,0,BOTH,0,0,0,0,0,0
268,NKNUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
269,KLAYUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
270,DEFIUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.000,0,0,0,0,0
271,TNSRUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
272,COMPUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.000,0,0,0,0,0
273,BTCDOMUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.000,0,0,0,0,0
274,BTCUSDT,1890.81000000,7.56324000,-0.38400000,1890.81000000,0,1,True,63014.2,62988.99431999,5.0E8,BOTH,-0.030,-1890.81000000,1892.42022960,1713466308447,0,0
275,OMGUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
276,1000PEPEUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,50000,BOTH,0,0,0,0,0,0
277,ICXUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
278,1000RATSUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
279,FETUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
280,SUPERUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
281,LEVERUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
282,1000FLOKIUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
283,FTMUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,400000,BOTH,0,0,0,0,0,0
284,AMBUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
285,ETHUSDT_240628,0,0,0.00000000,0,0,20,False,0.0,0.0,375000,BOTH,0.000,0,0,0,0,0
286,SXPUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
287,WLDUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
288,XEMUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
289,ALTUSDT_240130,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0.0,0,0,0,0,0
290,ZILUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
291,DYDXUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,400000,BOTH,0.0,0,0,0,0,0
292,AXSUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,600000,BOTH,0,0,0,0,0,0
293,OCEANUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
294,WLDUSDC,0,0,0.00000000,0,0,20,False,0.0,0.0,300000,BOTH,0.0,0,0,0,0,0
295,CHZUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
296,ILVUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0.0,0,0,0,0,0
297,DUSKUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
298,KASUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
299,ACHUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,5000,BOTH,0,0,0,0,0,0
300,CTSIUSDT,0,0,0.00000000,0,0,20,False,0.0,0.0,25000,BOTH,0,0,0,0,0,0
